death14_sum,death15_sum,death16_sum,death17_sum,death18_sum,countyFIPS,statecode,countyname,coviddeath_may21,alldeath_may21,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,POPESTIMATE2020,death14_pop,death15_pop,death16_pop,death17_pop,death18_pop,death20_pop,avgdeath_pop,excessmortal_final
1402,1435,1453,1522,1410,1127,AL,Walker County,197.0,1506.0,65354,64950,64559,63929,63701,63680,63143,0.021452397710928175,0.022093918398768283,0.022506544401245374,0.02380766162461481,0.022134660366399272,0.023850624772342142,0.022399036500391184,0.06480583537267808
408,426,455,471,417,1133,AL,Winston County,34.0,406.0,24141,23929,23911,23753,23690,23700,23508,0.016900708338511247,0.017802666220903506,0.019028898833173016,0.01982907422220351,0.017602363866610383,0.01727071635188021,0.01823274229628033,-0.052763645137263976
2220,2306,2403,2377,2421,2020,AK,Anchorage Municipality,200.0,3072.0,300647,298337,298072,295118,291377,288790,287095,0.007384075011558406,0.007729513938934829,0.008061810569258435,0.008054405356501468,0.008308823277060303,0.010700290844493983,0.007907725630662688,0.3531439182718927
655,668,665,648,638,2090,AK,Fairbanks North Star Borough,44.0,728.0,99404,99812,100877,99911,98749,97088,95651,0.006589272061486459,0.006692582054262012,0.006592186524182916,0.006485772337380269,0.006460824919746023,0.007611002498667029,0.006564127579411536,0.1594842431976839
574,635,630,619,676,2122,AK,Kenai Peninsula Borough,14.0,494.0,57594,58075,58515,58594,58609,58914,59414,0.009966315935687746,0.010934136891950065,0.0107664701358626,0.010564221592654539,0.01153406473408521,0.008314538660921668,0.010753041858048032,-0.22677333812304326
765,821,843,821,854,2170,AK,Matanuska-Susitna Borough,44.0,856.0,98185,101162,104258,106426,107325,108578,110213,0.007791414167133473,0.008115695616931259,0.008085710449078248,0.007714280345028471,0.007957139529466573,0.007766778873635596,0.007932848021527605,-0.02093436650259052
888,971,935,995,983,4001,AZ,Apache County,110.0,813.0,71808,71026,71418,71538,71819,71920,71875,0.012366310160427808,0.013671050038014249,0.013091937606765802,0.01390869188403366,0.013687185842186608,0.011311304347826087,0.013345035106285624,-0.15239605907830345
1711,1855,1830,1912,1919,4003,AZ,Cochise County,128.0,1623.0,127437,126594,125885,125048,126581,127248,127450,0.013426241986236336,0.014653143118947186,0.014537077491361163,0.015290128590621201,0.015160253118556498,0.012734405649274225,0.014613368861144477,-0.12857837434503083
1067,1126,1168,1233,1185,4005,AZ,Coconino County,262.0,1743.0,137675,139100,140609,141300,142914,143967,142481,0.00775013619030325,0.00809489575844716,0.008306722898249757,0.00872611464968153,0.008291699903438431,0.012233210042040693,0.008233913880024027,0.4857102248444936
1061,1132,1100,1038,1076,4007,AZ,Gila County,109.0,1033.0,53074,53020,53400,53619,53833,54077,54303,0.01999095602366507,0.02135043379856658,0.020599250936329586,0.01935880937727298,0.01998773986216633,0.01902289007973777,0.020257437999600107,-0.0609429445069366
380,381,412,441,447,4009,AZ,Graham County,56.0,448.0,38123,37888,37859,37530,38032,38890,39211,0.009967736012380978,0.010055954391891891,0.010882485010169312,0.011750599520383693,0.011753260412284392,0.011425365331157074,0.010882007069422054,0.04993180561900496
39116,41479,42667,44282,44916,4013,AZ,Maricopa County,10089.0,63146.0,4094842,4174423,4258019,4329227,4405306,4492261,4579081,0.009552505322549686,0.00993646307525615,0.010020387414898807,0.01022861587068546,0.01019588650595441,0.013790103298019843,0.009986771637868902,0.3808369509250681
4043,4362,4490,4687,4737,4015,AZ,Mohave County,609.0,5242.0,203670,204890,205899,207668,210371,213846,217206,0.019850738940442873,0.021289472399824295,0.02180680819236616,0.022569678525338522,0.02251736218395121,0.024133771626934798,0.021606812048384612,0.11695198592423117
1284,1327,1432,1522,1634,4017,AZ,Navajo County,180.0,1574.0,107741,107695,108569,109145,110490,111037,112112,0.0119174687444891,0.012321834811272575,0.01318976871851081,0.013944752393604837,0.014788668657797086,0.014039531896674754,0.013232498665134882,0.06098872570954811
12373,13141,13268,13450,13760,4019,AZ,Pima County,2681.0,18606.0,1004521,1009490,1017083,1027115,1037746,1049261,1061175,0.012317313426001049,0.013017464264133374,0.013045149707545991,0.013094930947362271,0.01325950666155302,0.017533394586189837,0.012946873001319142,0.35425709238079184
3822,4160,4251,4369,4427,4021,AZ,Pinal County,359.0,3992.0,395563,405922,417312,431490,446524,461640,480828,0.009662177706206091,0.010248274299003256,0.010186622958362089,0.010125379498945514,0.009914360706255431,0.008302345121332369,0.010027363033754478,-0.17203106206639673
386,413,422,403,394,4023,AZ,Santa Cruz County,23.0,340.0,46596,46493,46412,46578,46446,46728,46808,0.008283972873208001,0.00888305766459467,0.009092476083771438,0.008652153377130834,0.00848296946992206,0.007263715604170227,0.0086789258937254,-0.1630628382918129
3936,4081,4182,4412,4302,4025,AZ,Yavapai County,420.0,4756.0,217882,221019,224828,228398,232467,236062,240226,0.01806482407908868,0.018464475904786466,0.018600886010639243,0.019317156892792408,0.018505852443572637,0.019798023527844613,0.018590639066175887,0.06494582877817587
1992,2072,2104,2171,2303,4027,AZ,Yuma County,719.0,3205.0,204064,205187,207162,209244,211245,214182,217824,0.009761643405990278,0.010098105630473666,0.010156302796844981,0.010375446846743516,0.010902033184217378,0.014713713824004701,0.010258706372853964,0.4342660067685861
324,329,349,333,347,5001,AR,Arkansas County,11.0,304.0,18524,18376,18204,17925,17779,17515,17383,0.017490822716475923,0.017903787548976927,0.01917161063502527,0.018577405857740585,0.01951740817818775,0.017488350687453257,0.01853220698728129,-0.056326604842285376
379,368,368,365,356,5003,AR,Ashley County,11.0,268.0,20974,20856,20544,20333,20041,19742,19339,0.01806999141794603,0.017644802454929037,0.01791277258566978,0.01795111395268775,0.0177635846514645,0.013858007135839494,0.01786845301253942,-0.22444281404134667
890,962,981,956,956,5005,AR,Baxter County,146.0,1320.0,40903,41156,41159,41319,41665,41978,42242,0.021758795198396207,0.023374477597434152,0.023834398308996817,0.02313705559185847,0.02294491779671187,0.03124852042990389,0.023009928898679505,0.3580450668709881
2493,2542,2427,2597,2707,5007,AR,Benton County,454.0,2948.0,244962,251759,259497,266882,272560,279835,288774,0.010177088691307222,0.01009695780488483,0.009352709279876067,0.009730892304464145,0.009931758144995598,0.010208675296252433,0.009857881245105572,0.035585136645973466
599,641,644,613,636,5009,AR,Boone County,76.0,645.0,37150,37165,37307,37531,37545,37616,37625,0.016123822341857334,0.017247410197766717,0.017262175999142253,0.01633316458394394,0.016939672393128245,0.017142857142857144,0.016781249103167698,0.02154833871223489
446,453,450,475,486,5015,AR,Carroll County,17.0,313.0,27763,27777,27730,27901,28049,28352,28276,0.016064546338652164,0.01630845663678583,0.016227912008654886,0.017024479409340168,0.017326820920531925,0.011069458197764889,0.016590443062792993,-0.3327810381031891
498,538,532,514,548,5023,AR,Cleburne County,32.0,409.0,25616,25384,25171,25085,25105,25019,24935,0.01944097439100562,0.021194453198865426,0.021135433633943823,0.020490332868247956,0.02182832105158335,0.016402646881892923,0.020817903028729233,-0.21208938002752462
391,415,429,403,379,5027,AR,Columbia County,52.0,383.0,24051,24118,24015,23675,23582,23496,23331,0.01625712028605879,0.017207065262459575,0.017863835103060586,0.01702217529039071,0.0160715800186583,0.016415927307016416,0.01688435519212559,-0.02774330910354433
365,373,402,413,380,5029,AR,Conway County,10.0,269.0,20999,20939,20877,20821,20836,20905,21037,0.01738178008476594,0.017813649171402646,0.019255640178186522,0.01983574275971375,0.018237665578805913,0.0127869943432999,0.018504895554574956,-0.30899397375206594
1273,1234,1305,1300,1330,5031,AR,Craighead County,545.0,3288.0,102707,104509,106039,107274,109074,110772,112245,0.012394481388805048,0.011807595518089352,0.012306792783787096,0.012118500288979622,0.012193556667950198,0.029293064279032475,0.012164185329522263,1.4081402482366596
880,881,867,897,905,5033,AR,Crawford County,35.0,664.0,61856,61963,62312,62982,63480,63406,63409,0.014226590791515779,0.014218162451785744,0.013913852869431248,0.01424216442793179,0.01425645872715816,0.010471699601003012,0.014171445853564543,-0.26107048573529523
692,659,724,753,709,5035,AR,Crittenden County,38.0,532.0,49479,48972,49296,48704,48365,47924,47616,0.013985731320358132,0.013456669117046476,0.014686790003245699,0.015460742444152431,0.014659361108239429,0.011172715053763441,0.014449858798608434,-0.22679417083027772
318,305,332,326,335,5037,AR,Cross County,17.0,247.0,17180,17253,17029,16792,16584,16333,16142,0.01850989522700815,0.01767808497072973,0.01949615362029479,0.019414006669842783,0.020200192957067053,0.01530169743526205,0.0190596666889885,-0.19716867640175334
289,299,316,299,288,5043,AR,Drew County,19.0,304.0,18643,18615,18574,18372,18302,18092,17977,0.01550179692109639,0.016062315337093742,0.017013028965220202,0.016274765948182016,0.015735985138236257,0.01691049674584191,0.01611757846196572,0.04919586932660632
1259,1317,1317,1367,1429,5045,AR,Faulkner County,223.0,1672.0,120646,121333,122213,123706,125336,125828,126919,0.010435488951146328,0.01085442542424567,0.010776267663832816,0.011050393675326986,0.011401353162698667,0.013173756490359994,0.010903585775450095,0.2082040497192482
340,328,327,290,317,5047,AR,Franklin County,21.0,253.0,17828,17753,17676,17833,17780,17737,17897,0.019071124074489566,0.018475750577367205,0.018499660556687034,0.016261986205349632,0.01782902137232846,0.014136447449293177,0.01802750855724438,-0.21584020307606924
1917,1945,1944,2007,1993,5051,AR,Garland County,365.0,2757.0,97851,97930,98356,98476,99121,99472,99789,0.019591010822577182,0.019861125293577045,0.01976493554028224,0.020380600349323694,0.0201067382290332,0.027628295703935303,0.01994088204695867,0.385510211578083
634,681,678,726,706,5055,AR,Greene County,51.0,572.0,43809,44321,44733,45002,45339,45316,45597,0.01447191216416718,0.01536517677850229,0.015156595801757091,0.016132616328163193,0.015571582963894218,0.012544684957343686,0.015339576807296796,-0.18220136611745535
338,314,334,365,363,5057,AR,Hempstead County,18.0,252.0,22339,22095,22047,21895,21714,21568,21253,0.015130489278839697,0.014211360036207286,0.015149453440377375,0.016670472710664536,0.016717325227963525,0.01185714957888298,0.015575820138810485,-0.23874637269736068
579,583,583,616,590,5059,AR,Hot Spring County,17.0,423.0,33418,33511,33452,33630,33680,33784,33787,0.01732599198036986,0.017397272537375788,0.017427956474949182,0.01831697888789771,0.017517814726840854,0.01251960813330571,0.017597202921486678,-0.2885455609528195
623,586,611,570,570,5063,AR,Independence County,172.0,859.0,37095,37055,37121,37416,37799,37819,37757,0.016794716269038956,0.015814330049925787,0.01645968589208265,0.015234124438742783,0.01507976401492103,0.022750748205630743,0.01587652413294224,0.4329804190846256
311,301,343,341,310,5067,AR,Jackson County,13.0,244.0,17608,17386,17314,17033,16776,16782,16636,0.017662426169922762,0.017312780398021397,0.019810557929998845,0.0200199612516879,0.018478779208392943,0.014666987256552055,0.018656900991604768,-0.2138572604768656
1176,1207,1212,1160,1155,5069,AR,Jefferson County,181.0,1340.0,72504,71920,70512,69350,68241,67137,65377,0.016219794769943726,0.016782536151279198,0.01718856364874064,0.0167267483777938,0.016925308831933883,0.020496504887039784,0.01676859035593825,0.2223153200102696
370,371,373,387,383,5071,AR,Johnson County,22.0,305.0,25976,26103,26160,26423,26684,26596,26513,0.014243917462272868,0.014212925717350496,0.014258409785932721,0.01464633084812474,0.01435317043921451,0.011503790593293857,0.014342950850579067,-0.19794812705298961
340,331,361,356,327,5075,AR,Lawrence County,20.0,210.0,16970,16705,16662,16588,16452,16440,16410,0.020035356511490868,0.019814426818317868,0.021666066498619612,0.02146129732336629,0.01987600291757841,0.012797074954296161,0.02057063001387461,-0.37789581818035184
425,425,370,406,408,5083,AR,Logan County,20.0,328.0,21866,21728,21743,21740,21705,21495,21410,0.019436568188054514,0.0195600147275405,0.01701697097916571,0.018675252989880403,0.01879751209398756,0.015319943951424568,0.018697263795725737,-0.18063176950379428
868,950,965,948,952,5085,AR,Lonoke County,38.0,649.0,71408,71409,71845,72843,73560,73648,73921,0.012155500784225858,0.013303645198784467,0.013431693228477974,0.013014291009431243,0.012941816204458945,0.00877964313253338,0.012969389285075697,-0.32304883911253984
610,678,696,715,718,5091,AR,Miller County,21.0,456.0,43509,43858,43776,43819,43431,43370,43177,0.014020087797926866,0.015458981257695289,0.015899122807017545,0.016317122709327003,0.016531970251663558,0.010561178405169418,0.01564545696472605,-0.3249683643641442
678,695,734,747,715,5093,AR,Mississippi County,40.0,538.0,44203,43692,42863,42093,41239,40717,40066,0.01533832545302355,0.015906802160578597,0.017124326342066586,0.01774641864443019,0.017337956788476928,0.013427844057305446,0.016690765877715168,-0.19549263612679643
475,476,487,475,476,5103,AR,Ouachita County,48.0,420.0,24767,24324,24021,23820,23605,23372,23167,0.019178745911898897,0.019569149810886366,0.020273926980558677,0.019941225860621328,0.0201652192332133,0.018129235550567616,0.01982565355943571,-0.08556681391523215
361,364,349,359,357,5107,AR,Phillips County,22.0,267.0,19952,19548,19041,18607,18038,17769,17299,0.018093424218123495,0.018620830775526908,0.01832886928207552,0.019293814155962808,0.019791551169752744,0.015434418174460951,0.018825697920288296,-0.1801409838926923
496,484,488,473,484,5111,AR,Poinsett County,14.0,228.0,24151,24004,23993,24082,23877,23502,23283,0.02053745186534719,0.020163306115647393,0.020339265619138916,0.01964122581180965,0.020270553252083594,0.009792552506120345,0.020190360532805346,-0.5149887249309203
399,387,358,379,406,5113,AR,Polk County,65.0,341.0,20257,20205,20164,20163,20019,19944,19707,0.019696894900528214,0.01915367483296214,0.01775441380678437,0.018796806030848583,0.020280733303361807,0.017303496219617395,0.019136504574897024,-0.09578595443622143
786,803,836,905,875,5115,AR,Pope County,74.0,978.0,63145,63642,63916,63657,63577,64145,64334,0.012447541373030327,0.012617453882656107,0.013079667063020214,0.014216818260364139,0.013762838762445538,0.015201915006062112,0.013224863868303266,0.14949500860249684
5044,5044,5147,5295,5320,5119,AR,Pulaski County,1214.0,9898.0,393210,393857,394322,393585,392184,392318,392980,0.012827751074489458,0.01280667856607855,0.01305278427275171,0.013453256602766873,0.013565061297758195,0.025187032418952617,0.013141106362768957,0.9166599617755067
328,354,326,379,331,5121,AR,Randolph County,24.0,225.0,17579,17447,17452,17724,18085,18161,18247,0.018658626770578533,0.020290021207084313,0.01867980747192299,0.021383434890543895,0.018302460602709427,0.012330794103140242,0.01946287018856783,-0.36644523733281914
366,371,365,374,397,5123,AR,St. Francis County,,246.0,27029,26600,26306,25959,25459,24977,24682,0.01354101150616005,0.013947368421052632,0.013875161560100357,0.014407334643091027,0.015593699673985623,0.009966777408637873,0.014272915160877938,-0.30169994732703165
1532,1539,1565,1643,1659,5125,AR,Saline County,134.0,1430.0,114906,116428,117707,119578,121147,122550,123968,0.013332637112074218,0.01321846978390078,0.013295725827690792,0.013739985616083226,0.013694107159071212,0.01153523489932886,0.013456185099764045,-0.14275592868210984
1784,1783,1769,1887,1835,5131,AR,Sebastian County,509.0,3500.0,126852,127511,127578,127910,127582,127688,127590,0.014063633210355374,0.013983107339758922,0.013866027057956701,0.01475256039402705,0.014382906679625652,0.02743161689787601,0.01420964693634474,0.9304925041953547
384,389,382,401,380,5135,AR,Sharp County,16.0,279.0,16821,16811,17016,17146,17222,17276,17424,0.02282860709827002,0.02313961096900839,0.02244945933239304,0.023387378980520238,0.02206480083613982,0.016012396694214875,0.0227739714432663,-0.2968992371794097
745,711,717,779,755,5139,AR,Union County,106.0,823.0,40156,40112,39920,39499,39130,38677,38219,0.01855264468572567,0.0177253689668927,0.017960921843687375,0.019722018278943772,0.019294658829542552,0.021533792092938066,0.018651122520958414,0.15455743045708767
2099,2176,2272,2281,2294,5143,AR,Washington County,457.0,3524.0,220075,224600,228612,232915,236855,239392,243216,0.009537657616721573,0.00968833481745325,0.009938235963116547,0.00979327222377262,0.009685250469696649,0.014489178343530031,0.009728550218152129,0.48934610179584914
1138,1176,1183,1213,1222,5145,AR,White County,168.0,1478.0,78500,78954,78941,78944,78390,78621,78729,0.014496815286624203,0.014894748841097347,0.014985875527292535,0.015365322253749493,0.015588723051409618,0.018773260170966227,0.015066296992034638,0.24604341603589877
352,360,375,382,394,5149,AR,Yell County,28.0,257.0,21771,21505,21520,21544,21506,21376,21181,0.0161682972761931,0.016740292955126714,0.01742565055762082,0.01773115484589677,0.018320468706407515,0.012133515886879751,0.017277172868248987,-0.297714042719452
13349,13672,13941,14053,13825,6001,CA,Alameda County,1397.0,15908.0,1607638,1634326,1650765,1659824,1666596,1668412,1662323,0.00830348623259714,0.00836552805254276,0.008445175418669525,0.008466560310008772,0.008295351722913052,0.009569740658103149,0.008375220347346248,0.14262553834006209
615,601,609,610,609,6005,CA,Amador County,54.0,580.0,36734,37039,37443,38549,39349,39693,40083,0.016741982904121523,0.016226140014579227,0.016264722378014584,0.01582401618719033,0.015476886324938372,0.014469974802285257,0.01610674956176881,-0.10162042646820692
3086,3360,3393,3482,3425,6007,CA,Butte County,259.0,3314.0,223525,224643,226222,228700,230330,218726,212744,0.013806061961749246,0.014957065210133411,0.014998541255934436,0.015225185832968955,0.014869969174662441,0.015577407588463129,0.014771364687089696,0.05456793725212952
647,677,734,707,734,6009,CA,Calaveras County,19.0,536.0,44677,44972,45307,45658,45747,46119,46308,0.01448172437719632,0.015053811260339767,0.01620058710574525,0.015484690525209163,0.01604476796292653,0.011574673922432409,0.015453116246283405,-0.250981243008755
10394,10899,10915,11213,10920,6013,CA,Contra Costa County,762.0,11712.0,1108665,1124148,1137259,1145623,1150840,1152883,1152333,0.009375239589957292,0.009695342606133712,0.009597637829201616,0.00978768757261333,0.009488721281846304,0.010163728713835323,0.009588925775950451,0.05994445585620326
392,415,434,437,405,6015,CA,Del Norte County,,407.0,27182,27198,27415,27383,27793,27903,27968,0.014421308218674123,0.015258474887859402,0.015830749589640706,0.015958806558813862,0.014572014536034253,0.014552345537757437,0.01520827075820447,-0.04312950702124888
2068,2182,2168,2223,2172,6017,CA,El Dorado County,116.0,2039.0,183157,184627,186027,188793,190925,193057,192925,0.01129085975419995,0.011818423090880532,0.01165422223655706,0.011774800972493683,0.011376194840906115,0.010568873914733705,0.011582900179007467,-0.08754510948057341
8993,9172,9504,9993,9855,6019,CA,Fresno County,1756.0,12719.0,960072,968889,976231,984726,991298,997847,1000918,0.009367005807897741,0.009466512675858638,0.009735400740193663,0.010148000560562025,0.009941511028974132,0.012707334666775899,0.00973168616269724,0.3057690573175993
375,371,362,370,399,6021,CA,Glenn County,33.0,286.0,27802,27723,27796,27876,27899,28445,28283,0.013488238256240558,0.013382390073224398,0.013023456612462224,0.01327306643707849,0.014301587870532994,0.01011208146236255,0.013493747849907733,-0.2506098694862085
1797,1810,1926,1859,1867,6023,CA,Humboldt County,36.0,1799.0,134556,135177,136477,136710,136502,135839,134977,0.013355034335146706,0.013389851823904954,0.014112268001201668,0.013598127423012215,0.013677455275380581,0.01332819665572653,0.013626547371729225,-0.021894813694456255
1459,1534,1526,1563,1589,6025,CA,Imperial County,582.0,2029.0,177786,178701,179881,181250,181062,180439,180267,0.008206495449585457,0.008584171325286372,0.008483386238680016,0.008623448275862068,0.008775999381427356,0.011255526524544148,0.008534700134168254,0.31879578047308293
274,262,329,307,301,6027,CA,Inyo County,28.0,268.0,18280,18097,17897,17819,17894,17993,18046,0.014989059080962801,0.014477537713433165,0.018382969212717214,0.017228800718334363,0.016821280876271376,0.014850936495622299,0.016379929520343783,-0.09334551915027983
8034,8109,8388,8707,8714,6029,CA,Kern County,1364.0,10211.0,869837,876548,881094,887316,893618,898898,901362,0.009236213221557602,0.009251062120956296,0.009519983111904065,0.009812738641025295,0.009751370272308749,0.011328411892225321,0.0095142734735504,0.19067545448616863
1096,1095,1164,1273,1205,6031,CA,Kings County,318.0,1523.0,149373,149960,149269,149542,151221,152727,152692,0.007337336734215688,0.007301947185916245,0.007798002264368355,0.008512658651081301,0.007968469987633993,0.009974327404186205,0.007783682964643117,0.2814406045947594
1121,1223,1243,1217,1216,6033,CA,Lake County,53.0,896.0,64056,64266,63912,64132,64394,64463,64479,0.01750031222680155,0.019030280397099555,0.01944861684816623,0.01897648599762989,0.018883746932944062,0.013895997146357728,0.018767888480528256,-0.2595865453497942
297,351,361,360,358,6035,CA,Lassen County,17.0,262.0,31664,31256,30715,30919,30658,30694,30016,0.009379737241030823,0.011229843869976965,0.011753215041510662,0.011643326110158801,0.011677213125448496,0.00872867803837953,0.011136667077625149,-0.21622169563491275
83064,87605,88387,89578,89832,6037,CA,Los Angeles County,22594.0,117199.0,10033449,10077263,10094865,10092365,10061533,10011602,9943046,0.008278708547778535,0.008693332703532695,0.00875563962470028,0.00887581850240256,0.008928261727114545,0.011787031861262636,0.008706352221105723,0.3538427531898843
1447,1540,1559,1593,1528,6039,CA,Madera County,213.0,1448.0,153357,153448,153694,155079,156373,156717,157761,0.009435500172799417,0.010035973098378604,0.010143531953101617,0.010272183854680518,0.009771507869005519,0.009178440806029373,0.009931739389593134,-0.07584759869485669
2661,2724,2698,2798,2679,6041,CA,Marin County,203.0,2932.0,260403,260974,260722,259975,260091,259085,257332,0.010218776281379247,0.010437821392169335,0.010348186957755771,0.01076257332435811,0.010300241069471838,0.011393841418867455,0.010413519805026862,0.09413931429480422
1177,1193,1184,1192,1143,6045,CA,Mendocino County,43.0,1237.0,87247,87131,87319,87690,87549,86932,86061,0.013490435201210356,0.013692026947928981,0.013559477318796597,0.013593340175618657,0.01305554603707638,0.01437352575498774,0.013478165136126194,0.06643045324186356
2253,2421,2576,2534,2451,6047,CA,Merced County,301.0,2331.0,264241,266133,267370,270837,273733,277114,279252,0.008526307423904693,0.009096955281757618,0.00963458877211355,0.009356181024010752,0.00895398070382453,0.00834729921361351,0.009113602641122228,-0.08408348023107994
3385,3603,3606,3643,3659,6053,CA,Monterey County,564.0,4227.0,427985,430178,433436,433803,433359,433380,430906,0.007909155694708927,0.008375602657504568,0.008319567364039904,0.008397821130789783,0.008443346047964852,0.009809564034847507,0.008289098579001607,0.18342952992471642
1674,1744,1745,1816,1690,6055,CA,Napa County,88.0,1798.0,140331,140766,140778,139818,138620,137678,135965,0.01192893943604763,0.01238935538411264,0.01239540269076134,0.012988313378821038,0.012191602943298225,0.013223991468392602,0.012378722766608176,0.06828399970831826
1382,1422,1441,1536,1463,6057,CA,Nevada County,88.0,1450.0,98605,98716,98939,99421,99472,99648,99606,0.014015516454540845,0.014404959682321002,0.014564529659689303,0.015449452328984823,0.014707656425928905,0.01455735598257133,0.014628422910292977,-0.004858140085056001
26039,27086,27643,28407,28581,6059,CA,Orange County,5800.0,35294.0,3126523,3148952,3164277,3174159,3175579,3170851,3166857,0.008328421060711851,0.008601591894700205,0.008735960852984741,0.008949457163299004,0.009000248458627545,0.011144803822843911,0.008723135886064668,0.2776143772617244
4173,4403,4522,4595,4621,6061,CA,Placer County,454.0,5855.0,369241,372870,379046,385348,392735,398918,402950,0.011301561852557002,0.01180840507415453,0.011929950454562244,0.011924286618848418,0.011766203674233262,0.014530338751706166,0.011746081534871092,0.2370371096581725
21429,22580,22725,23911,24214,6065,CA,Riverside County,5131.0,29586.0,2315238,2344648,2378282,2413058,2443221,2465569,2489188,0.009255635921663345,0.00963044346102272,0.009555216748896892,0.009909003430501878,0.009910687571856987,0.011885803723945319,0.009652197426788365,0.2314090976794448
15437,15821,15814,16712,16443,6067,CA,Sacramento County,1650.0,18980.0,1474828,1493547,1511401,1527984,1539550,1551660,1559146,0.010466983268557419,0.010592904006368732,0.010463139828543187,0.010937287301437712,0.01068039362151278,0.012173330784929699,0.010628141605283966,0.14538658187217934
409,455,507,516,479,6069,CA,San Benito County,52.0,448.0,57891,58276,59270,60190,61415,62803,64055,0.007065001468276589,0.00780767382799094,0.008554074573983465,0.008572852633327795,0.0077993975413172675,0.006993989540238857,0.007959800008979213,-0.12133602196673958
18216,19072,19656,20355,20373,6071,CA,San Bernardino County,5558.0,27671.0,2098346,2114352,2130726,2149847,2165627,2177279,2189183,0.008681123132219377,0.00902025774327075,0.009225024709887616,0.009468115637996564,0.009407437199480798,0.012639875241128768,0.00916039168457102,0.3798400413836335
28222,29253,29757,30410,30416,6073,CA,San Diego County,4349.0,36381.0,3249307,3280825,3305462,3319019,3332483,3330459,3332427,0.00868554433299162,0.008916354880251156,0.009002372436893844,0.009162345861834476,0.009127128330437094,0.010917268405279396,0.008978749168481636,0.21590081206440204
7697,8020,8076,8193,8051,6075,CA,San Francisco County,489.0,9253.0,850918,863237,871343,877471,879676,878826,866606,0.009045524950700302,0.009290611964037685,0.009268451115117697,0.009337060711977947,0.009152233322268654,0.01067728587154947,0.009218776412820456,0.1582107422304634
7395,7626,7670,7850,7877,6077,CA,San Joaquin County,1394.0,9248.0,711296,721919,732662,743286,752590,761571,767967,0.010396515655929459,0.010563511972949875,0.010468674504751167,0.010561210624174274,0.010466522276405479,0.012042184104264896,0.010491287006842051,0.14782715375257618
3181,3287,3423,3532,3432,6079,CA,San Luis Obispo County,238.0,3302.0,278271,280138,281884,282473,283250,282728,282249,0.011431302579140478,0.011733502773632996,0.012143292985767195,0.012503849925479604,0.012116504854368932,0.011698889987209875,0.01198569062367784,-0.02392858663491515
6492,6620,6633,6724,6644,6081,CA,San Mateo County,591.0,6939.0,757653,765479,767928,768658,768410,764810,758308,0.008568566348975059,0.00864817976717846,0.00863752851829859,0.008747713547507474,0.00864642573626059,0.009150635361884617,0.008649682783644036,0.05791571676915696
4170,4333,4437,4594,4509,6083,CA,Santa Barbara County,523.0,5014.0,438921,442051,444112,444998,445137,445464,444766,0.00950057071773736,0.009802036416612562,0.009990723060849515,0.010323641904008557,0.010129465759979512,0.011273343735807144,0.009949287571837502,0.1330804999261979
13688,14027,14231,14358,14101,6085,CA,Santa Clara County,1806.0,16972.0,1891286,1915736,1928144,1932251,1931985,1922411,1907105,0.007237403544466569,0.007321990086316695,0.007380672812818959,0.007430711641499992,0.007298710911316599,0.008899352683779865,0.007333897799283763,0.21345469044428003
2424,2423,2393,2443,2420,6087,CA,Santa Cruz County,265.0,2591.0,270863,273495,274476,274865,273713,272870,269925,0.008949173567449228,0.00885939413883252,0.008718430755330157,0.008887999563422044,0.008841377647389783,0.009598962674817078,0.008851275134484747,0.08447229681284288
3068,3129,3210,3152,3142,6089,CA,Shasta County,244.0,3660.0,178904,178386,178592,179403,179666,179645,179027,0.01714886195948665,0.017540614173758032,0.017973929403332735,0.017569382897721888,0.017488005521356296,0.0204438436660392,0.01754415879113112,0.16527921967817125
769,817,862,812,784,6093,CA,Siskiyou County,17.0,747.0,43357,43275,43402,43647,43624,43663,43245,0.017736467006481075,0.018879260543038706,0.019860835906179437,0.01860379865741059,0.01797175866495507,0.017273673257023933,0.018610424155612974,-0.07182807266570934
4321,4450,4640,4858,4924,6095,CA,Solano County,408.0,5156.0,428971,433378,438834,443554,445931,447434,446935,0.010072941993747829,0.010268172357618522,0.010573474252222936,0.010952443219991252,0.011042067046247064,0.011536353160974192,0.010581819773965521,0.09020503159174109
5491,5713,5844,5904,5671,6097,CA,Sonoma County,385.0,6157.0,498317,500598,502445,502203,497221,492318,489819,0.01101909025780778,0.011412350828409223,0.011631123804595528,0.011756202173224772,0.011405391164090012,0.012569949307805537,0.011444831645625462,0.09830792597199335
5556,5940,5996,6072,6017,6099,CA,Stanislaus County,1401.0,8499.0,527814,532954,538986,544494,547855,549761,550081,0.0105264354488513,0.011145427185085393,0.011124593217634595,0.011151638034578894,0.010982833048890674,0.015450451842546824,0.010986185387008171,0.40635273284373286
1078,1143,1188,1139,1172,6101,CA,Sutter County,51.0,839.0,94721,95224,95769,96161,96348,96910,96385,0.011380792010219487,0.012003276484919768,0.01240484916831125,0.011844718752924782,0.012164237970689584,0.008704673963791047,0.011959574877412974,-0.27215857979778035
