death14_sum,death15_sum,death16_sum,death17_sum,death18_sum,countyFIPS,statecode,countyname,coviddeath_may21,alldeath_may21,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,POPESTIMATE2020,death14_pop,death15_pop,death16_pop,death17_pop,death18_pop,death20_pop,avgdeath_pop,excessmortal_final
608,636,618,645,612,36023,NY,Cortland County,67.0,611.0,48747,48299,47950,47834,47721,47410,47173,0.012472562414097279,0.013167974492225513,0.012888425443169968,0.013484132625329263,0.012824542654177406,0.012952324422869014,0.012967527525799886,-0.001172397968743426
730,740,736,714,807,36025,NY,Delaware County,25.0,582.0,46567,45895,45399,45061,44624,44356,43938,0.01567633732042004,0.016123760758252535,0.016211810832837726,0.015845187634539844,0.01808443886697741,0.013245937457326232,0.016388307082605514,-0.19174461458649267
3305,3318,3500,3559,3687,36027,NY,Dutchess County,565.0,4245.0,295162,294105,293065,293512,293814,293934,293293,0.011197240837235145,0.011281685112459836,0.011942743077474281,0.012125568971626373,0.012548755335007862,0.01447358102648205,0.0118191986667607,0.2245822609942506
13684,13765,13797,13679,13683,36029,NY,Erie County,2274.0,16339.0,921934,920858,918992,919378,919941,918813,917241,0.014842711083439812,0.014948015872154012,0.015013188362901962,0.014878537445968905,0.014873779948931508,0.017813202855083886,0.014911246542679241,0.1946152727136938
584,625,584,610,598,36031,NY,Essex County,15.0,492.0,38333,37973,37695,37521,37309,36987,36891,0.01523491508621814,0.016459063018460486,0.015492770924525799,0.01625756243170491,0.01602830416253451,0.013336586159225828,0.01589452312468877,-0.16093197294417283
641,680,655,667,638,36033,NY,Franklin County,13.0,564.0,51110,50552,51073,50478,50325,50102,49965,0.012541576990804148,0.013451495489792688,0.012824780216552777,0.013213677245532707,0.0126775956284153,0.01128790153107175,0.012941825114219523,-0.12779678048118295
802,836,843,815,861,36035,NY,Fulton County,90.0,775.0,53940,53812,53643,53815,53654,53336,52812,0.014868372265480163,0.01553556827473426,0.015715004753649123,0.015144476447087243,0.016047265814291573,0.014674695145042794,0.015462137511048472,-0.05092713510295787
843,817,848,891,890,36037,NY,Genesee County,131.0,857.0,58745,58488,58024,57828,57509,57414,56994,0.01435015746020938,0.013968677335521816,0.014614642217013649,0.01540776094625441,0.015475838564398615,0.01503667052672211,0.014763415304679572,0.018508943655871076
738,741,678,775,756,36039,NY,Greene County,16.0,498.0,47963,47621,47481,47403,47401,47211,47177,0.015386860705126869,0.015560362025156968,0.014279395968913882,0.016349176212476002,0.015949030611168542,0.010555991266930919,0.015504965104568452,-0.31918638992482123
1004,1028,954,977,945,36043,NY,Herkimer County,60.0,661.0,63393,62659,62434,62193,61760,61356,60945,0.015837710788257377,0.016406262468280693,0.015280135823429542,0.015709163410673226,0.015301165803108809,0.010845844613996226,0.01570688765874993,-0.30948480376032567
1237,1242,1225,1327,1305,36045,NY,Jefferson County,76.0,1202.0,118121,116539,113280,113488,112266,110143,108095,0.010472312289939978,0.010657376500570625,0.010813912429378531,0.011692866206118709,0.011624178290844958,0.011119848281604144,0.011052129143370561,0.006127248184952996
21885,22045,22107,22337,22019,36047,NY,Kings County,8405.0,29935.0,2601527,2608797,2608146,2594357,2580088,2562329,2538934,0.008412367044431981,0.008450255040924993,0.008476135921838731,0.00860984051154101,0.008534205034867027,0.01179038131751357,0.00849656071072075,0.3876651646397064
712,782,758,849,808,36051,NY,Livingston County,50.0,554.0,64574,64336,64013,63503,63281,62893,62398,0.011026109579707002,0.012154936582939568,0.011841344726852358,0.013369447112734831,0.012768445504969896,0.008878489695182538,0.012232056701440732,-0.2741621534392658
